study,loc,sta,date,source,species,sampType,lat,lon,coords_origOrEst,depth_m,year,samp,delta14C,delta14C_sd,delta14C_se,F14C,F14C_sd,14Cage,14Cage_sd,pMC,pMC_sd,dataSource,Comments,ind,F14C_calc,F14C_calc_sd,C14age_calc,C14age_sd_calc,year_bp,delta14C_calc,decade,w_i,w_i_calc
Shervette et al. 2021,Caribbean,STT,2019,otolith,Haemulon plumierii,core,18.34,-64.9,est,,2012,WG-STT-04,47.1,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",181,1.0457076641521,,,,11,,2010s,,
Shervette et al. 2021,Caribbean,STT,2019,otolith,Haemulon plumierii,core,18.34,-64.9,est,,2006,WG-STT-05,59.5,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",182,1.05732351596163,,,,17,,2000s,,
Shervette et al. 2021,Caribbean,PR,2019,otolith,Lutjanus analis,core,18.22,-66.52,est,,2013,MS-PR-01,40.8,,4.3,,,,,,,"Shervette et. al. 2021, Table S1","",183,1.03954177965042,,,,10,,2010s,,
Shervette et al. 2021,Caribbean,PR,2019,otolith,Lutjanus analis,core,18.22,-66.52,est,,2003,MS-PR-02,64.7,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",184,1.06212732999556,,,,20,,2000s,,
Shervette et al. 2021,Caribbean,PR,2019,otolith,Lutjanus analis,core,18.22,-66.52,est,,2006,MS-PR-03,57.8,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",185,1.05562700819652,,,,17,,2000s,,
Shervette et al. 2021,Caribbean,PR,2019,otolith,Lutjanus analis,core,18.22,-66.52,est,,2019,MS-PR-04,24,,2.3,,,,,,,"Shervette et. al. 2021, Table S1","",186,1.02350465595355,,,,4,,2010s,,
Shervette et al. 2021,Caribbean,STT,2019,otolith,Lutjanus analis,core,18.34,-64.9,est,,2001,MS-STT-01,68.3,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",187,1.06546083762404,,,,22,,2000s,,
Shervette et al. 2021,Caribbean,STT,2016,otolith,Lutjanus analis,core,18.34,-64.9,est,,2012,MS-STT-02,43.4,,2.3,,,,,,,"Shervette et. al. 2021, Table S1","",188,1.04201258406676,,,,11,,2010s,,
Shervette et al. 2021,Caribbean,STT,2018,otolith,Lutjanus analis,core,18.34,-64.9,est,,2001,MS-STT-03,68.1,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",189,1.06526136915308,,,,22,,2000s,,
Shervette et al. 2021,Caribbean,STT,2019,otolith,Lutjanus analis,core,18.34,-64.9,est,,2009,MS-STT-04,53.5,,2,,,,,,,"Shervette et. al. 2021, Table S1","",190,1.05171742851364,,,,14,,2000s,,
Shervette et al. 2021,Caribbean,STX,2010,otolith,Lutjanus analis,core,17.74,-64.8,est,,1995,MS-STX-01,82.4,,2.1,,,,,,,"Shervette et. al. 2021, Table S1","",191,1.07874015564828,,,,28,,1990s,,
Shervette et al. 2021,Caribbean,STX,2018,otolith,Lutjanus analis,core,17.74,-64.8,est,,2005,MS-STX-02,59.7,,2.2,,,,,,,"Shervette et. al. 2021, Table S1","",192,1.05739519182304,,,,18,,2000s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,2004,04LPTA1_1,65.1,3,,,,,,,,"Kilbourne 2006, Appendix 1","",193,1.06265489746845,,,,19,,2000s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,2003,04LPTA1_2,70.5,3.2,,,,,,,,"Kilbourne 2006, Appendix 1","",194,1.06791331526275,,,,20,,2000s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,2001,04LPTA1_4,68.8,3.5,,,,,,,,"Kilbourne 2006, Appendix 1","",195,1.06595950880144,,,,22,,2000s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,2000,04LPTA1_5,77.1,3.6,,,,,,,,"Kilbourne 2006, Appendix 1","",196,1.07410751536598,,,,23,,2000s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1999,04LPTA1_6,79.6,3.3,,,,,,,,"Kilbourne 2006, Appendix 1","",197,1.07647034885511,,,,24,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1998,04LPTA1_7,70.4,3.2,,,,,,,,"Kilbourne 2006, Appendix 1","",198,1.06716792322756,,,,25,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1997,04LPTA1_8,81,3.3,,,,,,,,"Kilbourne 2006, Appendix 1","",199,1.0776055583491,,,,26,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1996,04LPTA1_9,91.1,3.5,,,,,,,,"Kilbourne 2006, Appendix 1","",200,1.08754228321283,,,,27,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1994,04LPTA1_11,84.3,3.2,,,,,,,,"Kilbourne 2006, Appendix 1","",201,1.08050302266362,,,,29,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1993,04LPTA1_12,88.4,3.3,,,,,,,,"Kilbourne 2006, Appendix 1","",202,1.08445747835878,,,,30,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1991,04LPTA1_14,90.1,3.3,,,,,,,,"Kilbourne 2006, Appendix 1","",203,1.08588858426547,,,,32,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1990,04LPTA1_15,100.3,3.3,,,,,,,,"Kilbourne 2006, Appendix 1","",204,1.09591660507252,,,,33,,1990s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1989,04LPTA1_16,87.8,3.1,,,,,,,,"Kilbourne 2006, Appendix 1","",205,1.08333535152408,,,,34,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1988,04LPTA1_17,108.6,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",206,1.10391644128601,,,,35,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1987,04LPTA1_18,106,4.1,,,,,,,,"Kilbourne 2006, Appendix 1","",207,1.10119421397498,,,,36,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1986,04LPTA1_19,108.1,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",208,1.1031516406115,,,,37,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1985,04LPTA1_20,118,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",209,1.11287280649659,,,,38,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1983,04LPTA1_22,111.4,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",210,1.10603546355994,,,,40,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1982,04LPTA1_23,115.7,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",211,1.11018040947557,,,,41,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1980,04LPTA1_25,129.1,3.8,,,,,,,,"Kilbourne 2006, Appendix 1","",212,1.12324234290608,,,,43,,1980s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1979,04LPTA1_26,114.9,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",213,1.10898185734039,,,,44,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1978,04LPTA1_27,127.5,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",214,1.12137932021693,,,,45,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1977,04LPTA1_28,129,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",215,1.12273535990632,,,,46,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1976,04LPTA1_29,147.7,3.8,,,,,,,,"Kilbourne 2006, Appendix 1","",216,1.14119354621322,,,,47,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1975,04LPTA1_30,145.2,3.5,,,,,,,,"Kilbourne 2006, Appendix 1","",217,1.13856998600665,,,,48,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1974,04LPTA1_31,130.7,5.4,,,,,,,,"Kilbourne 2006, Appendix 1","",218,1.12401795956377,,,,49,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1973,04LPTA1_32,132.7,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",219,1.1258699435747,,,,50,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1972,04LPTA2_2,135.5,3.8,,,,,,,,"Kilbourne 2006, Appendix 1","",220,1.12851654303251,,,,51,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1971,04LPTA2_3,120.4,3.5,,,,,,,,"Kilbourne 2006, Appendix 1","",221,1.11337472464579,,,,52,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1970,04LPTA2_4,127.5,4.1,,,,,,,,"Kilbourne 2006, Appendix 1","",222,1.12029468306761,,,,53,,1970s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1969,04LPTA2_5,116.8,3.9,,,,,,,,"Kilbourne 2006, Appendix 1","",223,1.10952884178058,,,,54,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1968,04LPTA2_6,110.5,3.9,,,,,,,,"Kilbourne 2006, Appendix 1","",224,1.10313641262712,,,,55,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1967,04LPTA2_7,87.9,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",225,1.08055555541527,,,,56,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1966,04LPTA2_8,62.3,3.3,,,,,,,,"Kilbourne 2006, Appendix 1","",226,1.05500075812851,,,,57,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1964,04LPTA2_10,22.9,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",227,1.01562574642902,,,,59,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1963,04LPTA2_11,1.3,3.5,,,,,,,,"Kilbourne 2006, Appendix 1","",228,0.994059101212936,,,,60,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1962,04LPTA2_14,-9.9,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",229,0.982821201930346,,,,61,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1961,04LPTA2_15,-25.7,3,,,,,,,,"Kilbourne 2006, Appendix 1","",230,0.967020376244129,,,,62,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1960,04LPTA2_16,-32.1,3,,,,,,,,"Kilbourne 2006, Appendix 1","",231,0.960551996623735,,,,63,,1960s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1959,04LPTA2_17,-45.8,3.1,,,,,,,,"Kilbourne 2006, Appendix 1","",232,0.946841463287601,,,,64,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1958,04LPTA2_18,-47.3,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",233,0.945238685194249,,,,65,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1957,04LPTA2_19,-49.1,3.2,,,,,,,,"Kilbourne 2006, Appendix 1","",234,0.943338666507731,,,,66,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1956,04LPTA2_20,-57.4,2.6,,,,,,,,"Kilbourne 2006, Appendix 1","",235,0.934991560060597,,,,67,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1955,04LPTA2_21,-61.9,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",236,0.930415330464993,,,,68,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1954,04LPTA2_22,-63.4,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",237,0.928815259122445,,,,69,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1953,04LPTA2_23,-64.9,3.1,,,,,,,,"Kilbourne 2006, Appendix 1","",238,0.927215561242707,,,,70,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1952,04LPTA2_24,-64.5,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",239,0.927499988740252,,,,71,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1951,04LPTA2_25,-63.3,3,,,,,,,,"Kilbourne 2006, Appendix 1","",240,0.928577396658302,,,,72,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1950,04LPTA2_26,-53.5,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",241,0.938178924187099,,,,73,,1950s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1945,04LPTA2_31,-56.7,3.1,,,,,,,,"Kilbourne 2006, Appendix 1","",242,0.934441722039633,,,,78,,1940s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1940,04LPTA2_36,-53.6,3.4,,,,,,,,"Kilbourne 2006, Appendix 1","",243,0.936945761151517,,,,83,,1940s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1935,04LPTA2_44,-54.4,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",244,0.935587724891159,,,,88,,1930s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1930,04LPTA2_50,-52.6,2.6,,,,,,,,"Kilbourne 2006, Appendix 1","",245,0.936801903407992,,,,93,,1930s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1925,04LPTA2_55,-53.1,3.6,,,,,,,,"Kilbourne 2006, Appendix 1","",246,0.93574137569393,,,,98,,1920s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1915,04LPTA3_2,-43.1,3.1,,,,,,,,"Kilbourne 2006, Appendix 1","",247,0.944480370177269,,,,108,,1910s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1910,04LPTA3_7,-49.2,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",248,0.937892120072928,,,,113,,1910s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1905,04LPTA3_13,-49.2,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",249,0.937325040992275,,,,118,,1900s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1900,04LPTA3_18,-50.9,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",250,0.935083410887562,,,,123,,1900s,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1895,04LPTA3_23,-49.1,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",251,0.93629037484547,,,,128,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1890,04LPTA3_28,-59.3,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",252,0.925687049491544,,,,133,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1885,04LPTA3_34,-56.7,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",253,0.927684308745216,,,,138,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1880,04LPTA3_40,-50.4,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",254,0.93331536328458,,,,143,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1875,04LPTA3_45,-51.2,3.2,,,,,,,,"Kilbourne 2006, Appendix 1","",255,0.931965246019968,,,,148,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1870,04LPTA3_50,-48,3.6,,,,,,,,"Kilbourne 2006, Appendix 1","",256,0.934543071763444,,,,153,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1865,04LPTA3b_5,-49.2,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",257,0.932800734407266,,,,158,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1860,04LPTA3b_11,-47.3,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",258,0.934099638444174,,,,163,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1855,04LPTA4_1,-55,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",259,0.925989750744488,,,,168,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1849,04LPTA4_8,-48.3,3.2,,,,,,,,"Kilbourne 2006, Appendix 1","",260,0.931878387514904,,,,174,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1845,04LPTA4_12,-47.1,2.7,,,,,,,,"Kilbourne 2006, Appendix 1","",261,0.932602044370191,,,,178,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1840,04LPTA4_17,-53.7,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",262,0.925582657611238,,,,183,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1835,04LPTA4_23,-54.8,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",263,0.923947754048439,,,,188,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1830,04LPTA4_28,-51.5,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",264,0.926612957260255,,,,193,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1825,04LPTA4_33,-52.4,3,,,,,,,,"Kilbourne 2006, Appendix 1","",265,0.925173997412181,,,,198,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1820,04LPTA5_1,-51.8,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",266,0.92520005425133,,,,203,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1815,04LPTA5_6,-49.8,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",267,0.926590956404914,,,,208,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1810,04LPTA5_11,-59,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",268,0.917064721586927,,,,213,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1805,04LPTA5_16,-57.3,3.6,,,,,,,,"Kilbourne 2006, Appendix 1","",269,0.918165992473755,,,,218,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1800,04LPTA5_23,-49.4,2.9,,,,,,,,"Kilbourne 2006, Appendix 1","",270,0.925300588642352,,,,223,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1795,04LPTA5_28,-49.2,4.2,,,,,,,,"Kilbourne 2006, Appendix 1","",271,0.924935682259697,,,,228,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1790,04LPTA6_4,-54.3,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",272,0.91941817050608,,,,233,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1785,04LPTA7_1,-50.1,3.5,,,,,,,,"Kilbourne 2006, Appendix 1","",273,0.922943070807382,,,,238,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1780,04LPTA7_7,-44.3,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",274,0.928017026577343,,,,243,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1775,04LPTA7_12,-45.4,3,,,,,,,,"Kilbourne 2006, Appendix 1","",275,0.926388426910705,,,,248,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1770,04LPTA7_17,-50,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",276,0.921366947578659,,,,253,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1765,04LPTA7_23,-53,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",277,0.917902039526197,,,,258,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1760,04LPTA7_29,-53.4,2.7,,,,,,,,"Kilbourne 2006, Appendix 1","",278,0.916959572083619,,,,263,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1755,04LPTA7_34,-47.6,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",279,0.92202013983176,,,,268,,pre-1900,,
Kilbourne 2006,Puerto Rico,Turrumote Reef,"",coral,Montastraea faviolata,core,17.933,-67.001,orig,5,1751,04LPTA7_38,-50.4,2.8,,,,,,,,"Kilbourne 2006, Appendix 1","",280,0.918864753208086,,,,272,,pre-1900,,
Broecker et al. 1960,North Atlantic,Florida Current,6/24/1957,surface water,"","",25.7,-79.38333333,orig,0,1957,13,-44,7,,,,,,,,"Broecker et al. 1960, Table 1","",282,0.948398112505406,,,,66,,1950s,,
Broecker et al. 1960,North Atlantic,Antilles Current,11/8/1955,surface water,"","",25.41666667,-75.21666667,orig,0,1955,14,-45,5,,,,,,,,"Broecker et al. 1960, Table 1","",283,0.947176890090682,,,,68,,1950s,,
Broecker et al. 1960,North Atlantic,Antilles Current,11/12/1955,surface water,"","",20.53333333,-68.5,orig,0,1955,15,-44,10,,,,,,,,"Broecker et al. 1960, Table 1","",284,0.948168698352557,,,,68,,1950s,,
Broecker et al. 1960,North Atlantic,Antilles Current,11/10/1955,surface water,"","",19.96666667,-70.88333333,orig,0,1955,16,-51,7,,,,,,,,"Broecker et al. 1960, Table 1","",285,0.941226040519432,,,,68,,1950s,,
Broecker et al. 1960,North Atlantic,Antilles Current,11/14/1955,surface water,"","",19.11666667,-67.11666667,orig,0,1955,17,-46,5,,,,,,,,"Broecker et al. 1960, Table 1","",286,0.946185081828807,,,,68,,1950s,,
Broecker et al. 1960,Caribbean,West Caribbean,12/16/1955,surface water,"","",17.65,-79.06666667,orig,0,1955,21,-53,7,,,,,,,,"Broecker et al. 1960, Table 1","",287,0.939242423995681,,,,68,,1950s,,
Broecker et al. 1960,Caribbean,East Caribbean,11/25/1955,surface water,"","",17.08333333,-71.6,orig,0,1955,23,-52,7,,,,,,,,"Broecker et al. 1960, Table 1","",288,0.940234232257556,,,,68,,1950s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,5/29/1989,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1989,RS-R01,106.6,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",289,1.10205819084073,,,,34,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/30/1989,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1989,RS-R02,107,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",290,1.10245654912406,,,,34,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,8/16/1995,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1995,RS-R09,93.5,2.6,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",291,1.08980262398503,,,,28,,1990s,,
