year,estimate,esterror,q2_5,q97_5
1945,0.939989087537165,0.0226659205819109,0.895771413047268,0.985265399661194
1945.5,0.93843472908092,0.0230141207655091,0.893226671270924,0.984496778170431
1946,0.936834817212739,0.022704637802791,0.892047704456775,0.981882310055271
1946.5,0.935033323508786,0.022616900932186,0.890889948475463,0.979365314864706
1947,0.932545328468478,0.0229251518217122,0.887481712238344,0.977955589381725
1947.5,0.931604411303686,0.023107479524512,0.886668776243958,0.97702751094343
1948,0.928947026191457,0.0230565120866622,0.882983139882689,0.972897405225575
1948.5,0.927738760057012,0.0226076985249765,0.882883477314291,0.972171005275712
1949,0.92587790819411,0.0228372642634408,0.881446632222266,0.971243483327603
1949.5,0.924061784609581,0.0229102633799375,0.880145576164815,0.968923720489861
1950,0.923306138435854,0.0227593681426126,0.877976835988963,0.967826368248401
1950.5,0.921937877253997,0.0224338931575264,0.877875460709825,0.96679632349784
1951,0.921049081844984,0.0229271568436746,0.8746247376656,0.965634317717151
1951.5,0.920919191312836,0.0228914925709369,0.876650222384824,0.967315386965962
1952,0.921197716261667,0.0226493323760546,0.877764774888499,0.965110656989161
1952.5,0.921813329749339,0.0229166533483581,0.876414888454432,0.967356323938802
1953,0.9220686782745,0.0225053948664899,0.877971841027881,0.966195507733097
1953.5,0.92269749042247,0.0229370730344816,0.877588780106487,0.966661679864463
1954,0.92439316349378,0.0229837627400385,0.878280015606951,0.968956083880421
1954.5,0.926380067707924,0.022562839279762,0.882595998551891,0.971134765049021
1955,0.93027006051433,0.0224956989123631,0.884700623917693,0.974148297523549
1955.5,0.933133355945648,0.0225976380856271,0.889045892645394,0.978557399510102
1956,0.936352046653629,0.0224411954276302,0.891484096313021,0.980158517610374
1956.5,0.940465108402961,0.022544668989936,0.89593470643027,0.983958312118677
1957,0.945404535419793,0.022957696533192,0.899244982881886,0.989102502038483
1957.5,0.949958434753556,0.0227453623460518,0.90592692332173,0.994528960802578
1958,0.955473242747167,0.0223584897103097,0.911576735552504,0.999673323653497
1958.5,0.961064635786235,0.0229817002151061,0.917176790546727,1.00692375995351
1959,0.966973980894319,0.0224754777252548,0.923375470194138,1.01036129064946
1959.5,0.972837989801304,0.0225623378117597,0.928729323297378,1.01828064551909
1960,0.980107335923733,0.022597396944918,0.936224385634268,1.02513563710928
1960.5,0.986778661791503,0.0225936738198955,0.942843235427196,1.02987830639682
1961,0.993361439155897,0.0226219247177737,0.949347321399491,1.03722003957237
